N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
780,KODEX 미국메타버스나스닥액티브,"9,395",140,-1.47%,0,"1,221","13,000",2.69,"1,995,115",N/A,N/A,
781,SK우,"215,500","2,000",-0.92%,200,"1,220",566,0.64,780,25.18,N/A,
782,대원전선,"1,715",30,-1.72%,500,"1,218","71,017",4.90,"563,739",53.59,2.79,
783,TIGER 200선물인버스2X,"2,330",40,+1.75%,0,"1,212","52,000",2.77,"4,349,061",N/A,N/A,
784,콤텍시스템,"1,000",0,0.00%,500,"1,211","121,051",1.67,"4,642,794",-333.33,N/A,
785,한국화장품제조,"26,650",250,-0.93%,500,"1,208","4,532",0.63,"8,219",-45.40,-8.72,
786,지투알,"7,270",20,-0.27%,"1,000","1,204","16,567",34.52,"52,328",5.73,6.27,
787,휴니드,"8,530",20,+0.24%,"5,000","1,204","14,116",25.51,"268,746",6.21,4.86,
788,보락,"2,010",55,-2.66%,200,"1,204","59,900",2.15,"200,786",74.44,0.90,
789,삼성공조,"14,800",800,-5.13%,500,"1,203","8,126",2.27,"91,606",12.79,2.46,
790,휴스틸,"15,300",700,-4.37%,"5,000","1,199","7,838",5.44,"62,317",2.91,2.13,
791,한진중공업홀딩스,"4,060",75,-1.81%,"5,000","1,199","29,530",1.63,"27,430",-7.60,-1.15,
792,대창단조,"8,350",80,+0.97%,"1,000","1,193","14,286",7.91,"47,115",5.99,7.20,
793,상상인증권,"1,220",15,-1.21%,"1,000","1,190","97,506",0.69,"266,818",17.18,1.54,
794,시디즈,"59,300",400,-0.67%,500,"1,186","2,000",2.60,924,6.98,42.92,
795,인천도시가스,"27,100",200,+0.74%,"5,000","1,186","4,375",2.06,"2,505",12.71,6.05,
796,서울식품,318,2,-0.62%,100,"1,184","372,317",2.82,"1,905,708",-18.71,-9.36,
797,KBSTAR Fn5G테크,"10,450",200,-1.88%,0,"1,176","11,250",0.28,"40,316",N/A,N/A,
798,삼일제약,"8,620",180,+2.13%,500,"1,167","13,537",2.77,"143,396",-41.84,2.13,
799,지엠비코리아,"6,090",130,-2.09%,500,"1,162","19,072",56.04,"54,692",19.15,-3.69,
800,덕양산업,"3,560",65,-1.79%,500,"1,159","32,565",0.97,"239,975",107.88,-12.70,
801,광명전기,"2,670",60,+2.30%,500,"1,157","43,338",3.39,"1,860,229",25.43,4.67,
802,국제약품,"6,000",30,-0.50%,"1,000","1,157","19,276",1.02,"156,333",-61.22,3.35,
803,신한 WTI원유 선물 ETN(H),"5,775",75,-1.28%,0,"1,155","20,000",0.00,440,N/A,N/A,
804,대우부품,"2,410",65,-2.63%,500,"1,148","47,646",4.16,"317,113",-53.56,-10.09,
805,조광페인트,"8,970",90,-0.99%,500,"1,148","12,800",1.99,"65,739",-8.90,2.38,
806,KINDEX 미국WideMoat가치주,"18,505",90,-0.48%,0,"1,147","6,200",0.00,"57,698",N/A,N/A,
807,남성,"3,160",95,-2.92%,500,"1,144","36,212",0.89,"216,564",-9.94,-19.75,
808,KODEX 단기변동금리부채권액티브,"102,970",5,0.00%,0,"1,141","1,108",0.00,3,N/A,N/A,
809,유니온,"7,300",240,-3.18%,500,"1,140","15,612",3.21,"411,366",2.15,12.93,
810,크라운제과,"9,090",70,-0.76%,200,"1,138","12,524",1.43,"36,042",9.48,11.00,
811,핸즈코퍼레이션,"5,190",10,-0.19%,500,"1,135","21,863",0.17,"18,979",-2.38,-2.52,
812,한국ANKOR유전,"1,620",0,0.00%,0,"1,134","70,020",0.04,"49,279",N/A,N/A,
813,진양산업,"8,660",220,-2.48%,500,"1,126","13,000",5.02,"997,507",27.49,12.16,
814,조흥,"187,500",0,0.00%,"5,000","1,125",600,0.00,147,7.18,5.72,
815,TIGER 200선물레버리지,"17,370",275,-1.56%,0,"1,112","6,400",0.00,"92,590",N/A,N/A,
816,KC코트렐,"6,310",130,-2.02%,500,"1,111","17,600",0.82,"75,129",-2.56,-148.07,
817,SH에너지화학,999,6,-0.60%,500,"1,110","111,134",33.18,"995,925",999.00,-7.29,
818,형지엘리트,"3,560",295,-7.65%,500,"1,109","31,155",0.69,"434,338",-593.33,-1.23,
819,CJ우,"49,050",400,-0.81%,"5,000","1,109","2,260",8.45,"5,547",42.50,N/A,
820,대신 2X 니켈선물 ETN(H),"22,140",590,+2.74%,0,"1,107","5,000",0.00,"1,397",N/A,N/A,
821,방림,"2,605",10,-0.38%,500,"1,102","42,314",0.91,"23,609",14.89,3.79,
822,윌비스,"1,635",70,-4.11%,"1,000","1,096","67,016",3.97,"879,103",-13.86,-2.43,
823,큐로,473,6,+1.28%,500,"1,094","231,212",1.59,"635,059",-52.56,1.34,
824,신영와코루,"121,500","1,500",+1.25%,"5,000","1,094",900,26.09,506,19.16,0.93,
825,TIGER 차이나CSI300레버리지(합성),"32,420",65,+0.20%,0,"1,089","3,360",0.06,"13,280",N/A,N/A,
826,인터지스,"3,650",120,-3.18%,500,"1,086","29,748",1.51,"132,386",5.27,2.81,
827,태평양물산,"2,255",65,-2.80%,500,"1,086","48,150",1.64,"209,068",-6.63,-7.14,
828,이지스레지던스리츠,"5,250",20,-0.38%,"1,000","1,082","20,600",0.24,"54,272",10.76,2.38,
829,조비,"20,800",200,-0.95%,"5,000","1,080","5,192",2.11,"28,479",106.12,6.06,
830,영흥,"1,065",10,-0.93%,500,"1,079","101,310",0.62,"74,341",-8.59,-12.89,
831,KODEX 미국달러선물,"10,600",10,-0.09%,0,"1,078","10,170",0.00,"107,450",N/A,N/A,
832,KTcs,"2,520",45,-1.75%,500,"1,076","42,685",9.93,"61,986",6.28,6.64,
833,TIGER 200 건설,"3,095",25,-0.80%,0,"1,068","34,520",0.12,"352,747",N/A,N/A,
834,NI스틸,"3,735",15,-0.40%,500,"1,068","28,600",3.64,"195,519",5.56,10.45,
835,엔에이치스팩19호,"2,080",0,0.00%,100,"1,067","51,290",2.72,"57,866",N/A,N/A,
836,부산산업,"101,000","3,500",-3.35%,"5,000","1,067","1,056",1.93,"2,561",-81.12,4.33,
837,새론오토모티브,"5,550",10,+0.18%,500,"1,066","19,200",66.64,"4,053",7.36,2.86,
838,아모레G우,"16,450",450,-2.66%,500,"1,060","6,444",41.26,"27,834",9.24,N/A,
839,국보,"1,635",30,+1.87%,500,"1,055","64,531",0.21,"1,073,108",-6.01,-67.86,
840,아센디오,"1,310",40,-2.96%,500,"1,055","80,509",0.00,"185,849",38.53,-124.63,
841,무림페이퍼,"2,530",25,-0.98%,"2,500","1,053","41,609",3.59,"43,985",-2.50,-9.21,
842,한솔로지스틱스,"3,820",90,-2.30%,500,"1,050","27,477",1.90,"217,176",4.03,17.09,
843,텔코웨어,"10,800",50,-0.46%,500,"1,048","9,703",1.08,"3,494",-229.79,1.69,
844,현대코퍼레이션홀딩스,"11,500",150,-1.29%,"5,000","1,047","9,101",4.84,"9,699",5.37,9.98,
845,ARIRANG 코스피TR,"14,980",140,-0.93%,0,"1,041","6,950",0.01,"8,282",N/A,N/A,
846,DRB동일,"5,220",100,-1.88%,500,"1,040","19,930",1.44,"60,348",-11.84,0.66,
847,가온전선,"24,750",300,-1.20%,"5,000","1,030","4,160",2.82,"5,919",15.43,3.65,
848,동일고무벨트,"7,400",0,0.00%,500,"1,029","13,900",2.04,"7,636",23.12,3.70,
849,한국수출포장,"25,700",0,0.00%,"5,000","1,028","4,000",5.38,"3,407",6.72,3.34,
850,화승코퍼레이션,"2,050",50,-2.38%,500,"1,026","50,051",3.45,"70,304",-2.98,-17.15,
851,KODEX 차이나CSI300,"14,635",15,-0.10%,0,"1,024","7,000",0.00,"11,069",N/A,N/A,
852,SOL KIS단기통안채,"100,605",0,0.00%,0,"1,015","1,009",0.00,0,N/A,N/A,
853,KC그린홀딩스,"4,520",85,-1.85%,500,"1,014","22,435",2.84,"69,378",-6.60,-22.99,
854,삼영화학,"2,960",35,+1.20%,500,"1,006","34,000",3.58,"101,891",67.27,0.49,
855,지코,"1,530",0,0.00%,500,"1,002","65,497",0.63,0,-2.44,-63.51,
856,비상교육,"7,700",90,-1.16%,500,"1,001","12,997",7.33,"31,758",23.99,-7.24,
857,HANARO e커머스,"16,325",215,-1.30%,0,996,"6,100",0.58,"12,553",N/A,N/A,
858,대현,"2,230",30,-1.33%,500,987,"44,282",11.67,"136,596",8.32,4.48,
859,KODEX 장기종합채권(AA-이상)액티브KAP,"94,045",85,-0.09%,0,985,"1,047",0.00,72,N/A,N/A,
860,우진플라임,"4,885",15,+0.31%,500,977,"20,000",7.48,"98,954",5.88,13.70,
861,미래에셋맵스리츠,"4,860",0,0.00%,"1,000",977,"20,100",0.61,"35,811",49.59,1.23,
862,사조씨푸드,"5,660",10,-0.18%,"1,000",975,"17,219",1.54,"84,834",11.69,3.78,
863,TIGER 미국S&P500레버리지(합성 H),"36,740",340,-0.92%,0,970,"2,640",0.00,"20,043",N/A,N/A,
864,한국전자홀딩스,"2,070",75,-3.50%,500,969,"46,803",8.86,"473,907",4.36,-5.36,
865,동방아그로,"7,070",50,+0.71%,500,963,"13,618",30.26,"51,609",14.40,4.84,
866,서원,"2,025",0,0.00%,500,961,"47,475",3.00,"219,715",8.44,-5.38,
867,토니모리,"3,975",300,-7.02%,200,956,"24,055",0.86,"376,195",-6.55,-46.89,
868,만호제강,"23,000",200,+0.88%,"1,000",954,"4,150",5.48,"11,087",35.11,0.37,
869,유니켐,"1,310",5,-0.38%,500,952,"72,688",2.05,"205,891",8.14,12.01,
870,TIGER 현대차그룹+펀더멘털,"25,310",490,-1.90%,0,952,"3,760",0.12,"22,136",N/A,N/A,
871,호전실업,"10,050",50,+0.50%,500,948,"9,429",3.19,"35,238",-245.12,-14.99,
872,KODEX 은선물(H),"4,550",45,+1.00%,0,946,"20,800",0.04,"375,155",N/A,N/A,
873,화승알앤에이,"4,970",70,-1.39%,500,944,"18,994",1.21,"28,742",N/A,N/A,
874,KODEX 미국나스닥100선물(H),"19,850",170,-0.85%,0,943,"4,750",0.00,"25,874",N/A,N/A,
875,화인베스틸,"3,185",30,+0.95%,500,941,"29,550",1.26,"159,761",-5.98,-18.43,
876,세하,"1,635",20,-1.21%,"1,000",941,"57,563",1.49,"116,492",9.97,21.14,
877,천일고속,"65,700",0,0.00%,"5,000",939,"1,429",0.05,316,-201.53,-15.21,
878,평화산업,"1,710",5,-0.29%,500,939,"54,902",1.78,"195,915",36.38,-26.40,
879,웰바이오텍,"1,595",30,-1.85%,500,936,"58,677",0.44,"410,112",-1.99,-141.53,
880,사조오양,"9,850",0,0.00%,"5,000",928,"9,423",1.75,"19,455",8.33,10.48,
881,DSR,"5,780",170,-2.86%,500,925,"16,000",4.05,"83,112",7.31,5.67,
882,우성,"29,800","1,450",-4.64%,"5,000",921,"3,090",2.03,"90,952",12.47,3.29,
883,코오롱인더우,"33,250",400,-1.19%,"5,000",920,"2,768",14.04,"5,301",5.16,N/A,
884,SG글로벌,"2,045",95,-4.44%,500,920,"44,964",3.48,"557,666",-24.35,-1.79,
885,비비안,"3,085",65,-2.06%,500,919,"29,794",1.10,"226,844",-4.43,-54.00,
886,부국철강,"4,590",150,+3.38%,500,918,"20,000",2.28,"611,389",11.33,0.72,
887,삼화왕관,"42,550",100,-0.23%,"5,000",917,"2,154",4.61,310,29.84,1.03,
888,영보화학,"4,580",10,+0.22%,500,916,"20,000",52.30,"118,128",23.02,1.94,
889,TIGER KRX바이오K-뉴딜,"8,105",35,+0.43%,0,912,"11,250",0.13,"558,621",N/A,N/A,
890,두산2우B,"101,500","1,900",+1.91%,"5,000",906,893,0.12,"3,112",-58.47,N/A,
891,KODEX 한국대만IT프리미어,"20,845",80,-0.38%,0,896,"4,300",0.01,"15,041",N/A,N/A,
892,KODEX Fn성장,"16,770",245,-1.44%,0,889,"5,300",0.00,"63,310",N/A,N/A,
893,NH프라임리츠,"4,735",20,-0.42%,500,884,"18,660",0.13,"41,623",22.76,2.16,
894,TIGER 유로스탁스50(합성 H),"14,705",45,-0.31%,0,882,"6,000",0.00,"5,192",N/A,N/A,
895,KTis,"2,515",15,-0.59%,500,875,"34,802",5.19,"70,793",10.66,4.40,
896,에쓰씨엔지니어링,"2,900",150,-4.92%,500,870,"30,000",2.17,"170,835",-9.27,-5.06,
897,인디에프,"1,230",30,-2.38%,500,870,"70,713",0.72,"157,470",-2.56,-41.73,
898,KOSEF 통안채1년,"101,065",30,-0.03%,0,869,860,0.09,"10,297",N/A,N/A,
899,메타랩스,"1,175",50,+4.44%,500,869,"73,939",0.00,"11,760,289",-4.94,-33.92,
900,모나미,"4,570",65,-1.40%,"1,000",864,"18,897",3.18,"90,164",4.99,0.09,
901,영화금속,"1,605",50,-3.02%,500,857,"53,395",2.01,"484,502",-7.99,-12.53,
902,KODEX 200IT TR,"13,595",305,-2.19%,0,856,"6,300",0.00,503,N/A,N/A,
903,동양피스톤,"6,500",100,-1.52%,500,856,"13,168",3.66,"109,545",-141.30,-7.29,
904,KBSTAR 고배당,"12,940",120,+0.94%,0,854,"6,600",0.19,"276,809",N/A,N/A,
905,엔케이,"1,060",15,-1.40%,500,848,"79,983",2.42,"210,726",530.00,-0.03,
906,KBSTAR 중기우량회사채,"104,180",75,-0.07%,0,844,810,0.00,696,N/A,N/A,
907,대동전자,"8,020",160,-1.96%,500,841,"10,490",41.77,"19,510",12.30,2.22,
908,제일연마,"8,410",80,+0.96%,500,841,"10,000",5.44,"1,920",15.57,3.84,
909,대신 철광석 선물 ETN(H),"41,995","1,045",-2.43%,0,840,"2,000",0.00,46,N/A,N/A,
910,KODEX 건설,"3,540",5,-0.14%,0,835,"23,600",2.80,"459,017",N/A,N/A,
911,KR모터스,868,38,-4.19%,500,834,"96,137",46.23,"631,966",-7.82,-29.64,
912,다스코,"4,930",25,+0.51%,500,832,"16,877",2.27,"52,526",-7.85,-6.54,
913,한국프랜지,"2,730",90,-3.19%,"1,000",831,"30,450",4.60,"169,576",4.30,5.24,
914,문배철강,"4,045",5,+0.12%,500,829,"20,504",2.06,"210,358",3.60,7.48,
915,TIGER 경기방어,"10,265",120,-1.16%,0,825,"8,040",0.00,"9,162",N/A,N/A,
916,상신브레이크,"3,820",5,-0.13%,500,820,"21,471",3.18,"45,841",7.83,-1.60,
917,경동인베스트,"34,550",50,+0.14%,"5,000",817,"2,365",13.15,853,5.63,3.68,
918,유성기업,"3,145",15,+0.48%,500,816,"25,948",12.93,"56,349",22.63,-1.75,
919,세원정공,"8,090",0,0.00%,500,809,"10,000",14.92,0,4.18,5.76,
920,일진디스플,"2,345",80,-3.30%,500,808,"34,468",4.80,"92,361",-2.04,-94.15,
921,KODEX 유럽탄소배출권선물ICE(H),"13,565",245,-1.77%,0,807,"5,950",0.03,"137,167",N/A,N/A,
922,신한 레버리지 은 선물 ETN(H),"8,065",155,+1.96%,0,806,"10,000",0.00,"71,675",N/A,N/A,
923,TIGER 미국채10년선물,"11,980",95,-0.79%,0,803,"6,700",0.00,"68,283",N/A,N/A,
924,TIGER 소프트웨어,"15,175",210,-1.36%,0,801,"5,280",0.10,"75,085",N/A,N/A,
925,한국종합기술,"7,310",100,-1.35%,500,800,"10,950",1.21,"36,352",7.01,5.12,
926,신풍제지,"2,285",20,+0.88%,500,799,"34,959",1.04,"259,471",2.09,38.76,
927,신풍제약우,"36,100","1,200",-3.22%,500,794,"2,200",1.37,"8,135","6,016.67",N/A,
928,성보화학,"3,965",15,+0.38%,500,794,"20,020",1.45,"17,397",-11.53,N/A,
929,TIGER 미국다우존스30,"21,805",80,-0.37%,0,794,"3,640",0.00,"194,047",N/A,N/A,
930,티에이치엔,"4,390",95,-2.12%,500,790,"18,000",3.20,"554,535",2.94,-24.87,
931,현대건설우,"74,800",800,-1.06%,"5,000",789,"1,055",8.63,"4,872",49.73,N/A,
932,제이준코스메틱,"1,055",15,-1.40%,500,785,"74,423",1.33,"937,681",-2.75,-37.83,
933,TIGER 차이나바이오테크SOLACTIVE,"9,765",200,+2.09%,0,785,"8,040",0.60,"48,318",N/A,N/A,
934,한일철강,"2,940",125,+4.44%,500,785,"26,697",2.26,"211,686",3.86,-3.30,
935,미래에셋증권우,"5,540",0,0.00%,"5,000",780,"14,076",0.65,"6,831",3.79,N/A,
936,마니커,"1,225",25,-2.00%,500,778,"63,511",3.42,"608,457",-3.32,-44.06,
937,주연테크,"1,305",15,-1.14%,200,773,"59,199",0.77,"1,219,148",26.63,-5.86,
938,진양폴리,"7,700",90,+1.18%,500,770,"10,000",7.27,"148,118",32.91,6.03,
939,비케이탑스,"5,090",435,+9.34%,500,768,"15,097",0.43,"3,564,513",-1.21,N/A,
940,ARIRANG 신흥국MSCI(합성 H),"11,735",30,+0.26%,0,765,"6,520",0.00,"23,296",N/A,N/A,
941,CS홀딩스,"65,800",800,+1.23%,"5,000",760,"1,154",2.70,"2,365",6.12,3.20,
942,금호전기,"3,675",220,-5.65%,500,760,"20,670",2.58,"740,260",-2.81,-100.98,
943,KBSTAR 중국본토대형주CSI100,"21,645",80,-0.37%,0,758,"3,500",0.00,437,N/A,N/A,
944,화천기공,"34,150",50,+0.15%,"5,000",751,"2,200",7.97,"1,857",12.05,1.52,
945,한익스프레스,"6,260",90,+1.46%,500,751,"12,000",3.13,"56,071",20.52,-2.87,
946,고려산업,"2,990",40,-1.32%,"1,000",746,"24,939",1.70,"76,106",10.38,6.91,
947,갤럭시아에스엠,"2,695",20,-0.74%,500,742,"27,550",0.74,"240,822",28.37,4.63,
948,SJM,"4,750",105,-2.16%,500,741,"15,605",13.28,"31,178",8.44,1.63,
949,다이나믹디자인,464,18,-3.73%,500,734,"158,289",0.35,"1,776,572",-1.72,-90.21,
950,케이비아이동국실업,840,28,-3.23%,500,733,"87,218",2.77,"264,506",N/A,-6.83,
951,혜인,"5,760",50,-0.86%,500,732,"12,713",3.54,"52,111",8.53,4.97,
952,참엔지니어링,"1,310",15,+1.16%,500,727,"55,529",3.09,"351,239",-8.19,7.18,
953,컨버즈,"4,100",0,0.00%,500,720,"17,549",0.16,0,-16.14,-367.38,
954,MH에탄올,"9,750",350,-3.47%,500,719,"7,379",3.71,"61,377",7.89,11.49,
955,KBSTAR 200TR,"20,195",145,-0.71%,0,717,"3,550",0.00,"3,148",N/A,N/A,
956,TIGER 퓨처모빌리티액티브,"11,450",325,-2.76%,0,717,"6,260",0.04,"45,860",N/A,N/A,
957,유엔젤,"5,400",50,-0.92%,500,713,"13,195",4.30,"297,726",4.36,-1.67,
958,삼정펄프,"28,450",50,-0.18%,"5,000",711,"2,500",3.47,172,50.00,13.58,
959,TRUE S&P500 선물 ETN,"14,185",0,0.00%,0,709,"5,000",0.00,0,N/A,N/A,
960,TRUE 나스닥 100 ETN,"14,165",170,-1.19%,0,708,"5,000",0.00,13,N/A,N/A,
961,우신시스템,"3,860",125,-3.14%,500,707,"18,314",3.45,"111,772",-2.77,-11.20,
962,진양화학,"5,870",90,+1.56%,500,704,"12,000",3.28,"149,285",-279.52,3.05,
963,DSR제강,"4,855",85,-1.72%,500,699,"14,400",6.98,"84,208",17.78,3.67,
964,유한양행우,"59,000",100,-0.17%,"1,000",697,"1,181",0.00,478,44.73,N/A,
965,KODEX K-신재생에너지액티브,"11,190",200,-1.76%,0,694,"6,200",10.14,"29,788",N/A,N/A,
966,한세엠케이,"5,330","1,230",+30.00%,500,688,"12,909",9.69,"4,906,305",-3.66,-25.79,
967,페이퍼코리아,"1,680",35,-2.04%,500,687,"40,900",0.71,"88,197",12.82,1.18,
968,미래에셋 전기전자 Core5 ETN,"34,105",700,-2.01%,0,682,"2,000",0.00,38,N/A,N/A,
969,KODEX K-미래차액티브,"11,175",255,-2.23%,0,682,"6,100",0.09,"27,702",N/A,N/A,
970,TIMEFOLIO Kstock액티브,"10,155",220,-2.12%,0,680,"6,700",0.00,"41,056",N/A,N/A,
971,전방,"40,000",0,0.00%,"5,000",672,"1,680",0.49,683,2.75,4.35,
972,한창,"1,005",20,-1.95%,500,671,"66,790",1.91,"589,869",-5.13,-53.91,
973,부국증권우,"22,300",50,+0.22%,"5,000",669,"3,000",11.97,"1,287",3.53,N/A,
974,KB Wise 분할매매 ETN,"11,145",65,-0.58%,0,669,"6,000",0.00,"20,002",N/A,N/A,
975,SUN&L,"5,280",10,-0.19%,"1,000",666,"12,608",0.95,"2,683",-5.80,-4.33,
976,KODEX 철강,"9,035",45,-0.50%,0,664,"7,350",3.23,"201,792",N/A,N/A,
977,TIGER 글로벌BBIG액티브,"11,645",205,-1.73%,0,659,"5,660",0.03,"47,255",N/A,N/A,
978,TIGER 200 중공업,"3,255",20,+0.62%,0,657,"20,180",0.12,"739,486",N/A,N/A,
979,TIGER 인버스,"4,525",35,+0.78%,0,656,"14,500",1.15,"161,331",N/A,N/A,
980,삼성 인버스 2X 천연가스 선물 ETN B,"6,555","1,070",-14.03%,0,656,"10,000",0.00,"559,397",N/A,N/A,
981,미래산업,"14,500",300,-2.03%,500,646,"4,452",3.84,"90,953",8.09,-10.31,
982,DL우,"38,250",250,+0.66%,"5,000",645,"1,686",7.28,872,1.22,N/A,
983,대신 WTI원유 선물 ETN(H),"7,975",55,-0.68%,0,638,"8,000",0.00,107,N/A,N/A,
984,금비,"63,600",600,-0.93%,"5,000",636,"1,000",0.71,391,17.21,3.62,
985,씨아이테크,"1,590",5,-0.31%,500,635,"39,952",2.36,"1,196,308",-3.48,-14.34,
986,미래아이앤지,490,10,-2.00%,100,634,"129,484",4.41,"796,509",27.22,24.75,
987,케이탑리츠,"1,370",30,-2.14%,"1,000",633,"46,224",16.40,"264,962",5.59,15.17,
988,HANARO 200선물인버스,"9,370",50,+0.54%,0,632,"6,750",1.05,"71,351",N/A,N/A,
989,평화홀딩스,"4,300",65,-1.49%,500,629,"14,625",15.55,"29,488",7.19,-2.68,
990,TIGER 탄소효율그린뉴딜,"9,610",95,-0.98%,0,625,"6,500",0.00,"13,395",N/A,N/A,
991,TIGER 국채3년,"108,920",115,+0.11%,0,621,570,0.00,616,N/A,N/A,
992,KINDEX 미국친환경그린테마INDXX,"9,685",45,-0.46%,0,620,"6,400",0.00,"14,108",N/A,N/A,
993,TIGER 코스피,"30,160",220,-0.72%,0,618,"2,050",0.01,"114,468",N/A,N/A,
994,신송홀딩스,"5,220",10,+0.19%,500,617,"11,829",1.42,"21,265",9.89,3.04,
995,GS우,"34,500",50,-0.14%,"5,000",616,"1,785",9.86,"1,708",3.13,N/A,
996,동일제강,"3,025",30,+1.00%,500,614,"20,300",4.21,"100,766",6.77,0.23,
997,TRUE 레버리지 천연가스 선물 ETN(H),"6,125",590,+10.66%,0,612,"10,000",0.00,"262,468",N/A,N/A,
998,KOSEF 인도Nifty50(합성),"19,360",40,+0.21%,0,610,"3,150",0.02,"139,048",N/A,N/A,
999,선도전기,"3,380",35,-1.02%,500,608,"18,000",6.07,"121,040",-8.89,2.80,
1000,TIGER 200TR,"20,945",165,-0.78%,0,607,"2,900",0.00,366,N/A,N/A,
1001,QV 레버리지 S&P500 ETN,"30,170",370,-1.21%,0,603,"2,000",0.00,29,N/A,N/A,
1002,TIGER 차이나HSCEI,"10,450",110,+1.06%,0,601,"5,750",0.28,"23,468",N/A,N/A,
1003,한화투자증권우,"12,400",300,-2.36%,"5,000",595,"4,800",1.01,"17,366",20.84,N/A,
1004,KODEX 차이나H,"17,990",275,+1.55%,0,594,"3,300",24.24,"7,456",N/A,N/A,
1005,KBSTAR 대형고배당10TR,"16,670",125,-0.74%,0,592,"3,550",0.01,"1,709",N/A,N/A,
1006,하이스틸,"2,955",10,-0.34%,500,591,"19,999",2.59,"122,579",4.06,-0.99,
1007,화천기계,"2,675",5,+0.19%,500,588,"22,000",2.40,"132,066",52.45,-3.72,
1008,TIGER 중장기국채,"50,595",15,+0.03%,0,587,"1,160",0.00,194,N/A,N/A,
1009,TIGER 원유선물Enhanced(H),"3,710",45,-1.20%,0,586,"15,800",2.93,"111,431",N/A,N/A,
1010,QV 코스닥 150 ETN,"14,600",250,-1.68%,0,584,"4,000",0.00,"2,579",N/A,N/A,
1011,TIGER 차이나클린에너지SOLACTIVE,"9,585",140,-1.44%,0,583,"6,080",0.30,"45,032",N/A,N/A,
1012,HANARO 글로벌럭셔리S&P(합성),"19,675",330,-1.65%,0,580,"2,950",0.03,"27,161",N/A,N/A,
1013,삼성 코스피 풋매도 ETN,"11,530",55,-0.47%,0,576,"5,000",0.00,1,N/A,N/A,
1014,한국주강,"5,080",190,-3.61%,500,575,"11,309",8.05,"89,435",-32.77,-4.28,
1015,KBSTAR 게임테마,"19,705",250,-1.25%,0,571,"2,900",0.16,"29,454",N/A,N/A,
1016,KBSTAR Fn컨택트대표,"9,090",165,-1.78%,0,567,"6,240",0.08,"17,523",N/A,N/A,
1017,KINDEX 국고채3년,"105,030",105,+0.10%,0,567,540,0.00,"1,452",N/A,N/A,
1018,ARIRANG ESG성장주액티브,"9,400",75,-0.79%,0,564,"6,000",0.05,86,N/A,N/A,
1019,대림통상,"3,700",50,-1.33%,"1,000",563,"15,225",0.82,"4,848",-6.04,-15.15,
1020,티웨이홀딩스,726,239,-24.77%,500,562,"77,472",0.54,"10,067,316",-0.87,-71.98,
1021,HANARO Fn K-뉴딜디지털플러스,"10,880",100,-0.91%,0,560,"5,150",0.00,"5,863",N/A,N/A,
1022,경인전자,"35,250","1,900",-5.11%,"5,000",554,"1,571",14.53,"14,152",27.69,2.49,
1023,폴루스바이오팜,"1,225",0,0.00%,500,551,"45,008",1.69,0,-22.69,-7.07,
1024,SJM홀딩스,"3,670",35,+0.96%,500,548,"14,934",6.47,"11,678",8.36,2.02,
1025,TIGER 코스닥150 레버리지,"14,940",600,-3.86%,0,545,"3,650",5.15,"77,746",N/A,N/A,
1026,호텔신라우,"72,500","1,100",-1.49%,"5,000",545,752,2.30,"3,239",-27.83,N/A,
1027,우진아이엔에스,"7,090",10,+0.14%,500,540,"7,622",0.76,"3,867",114.35,1.69,
1028,롯데칠성우,"69,600",200,+0.29%,500,540,775,6.99,189,8.23,N/A,
1029,KODEX 차이나심천ChiNext(합성),"14,190",105,-0.73%,0,539,"3,800",0.31,"27,750",N/A,N/A,
1030,WISCOM,"3,445",85,-2.41%,500,528,"15,326",5.18,"62,523",111.13,-0.85,
1031,KODEX 미국반도체MV,"12,270",200,-1.60%,0,528,"4,300",0.00,"56,531",N/A,N/A,
1032,TIGER KRX인터넷K-뉴딜,"10,000",235,-2.30%,0,525,"5,250",1.17,"119,224",N/A,N/A,
1033,TIGER 글로벌클라우드컴퓨팅INDXX,"10,525",80,-0.75%,0,518,"4,920",0.00,"20,237",N/A,N/A,
1034,대교우B,"2,660",45,-1.66%,500,517,"19,427",4.39,"25,890",-98.52,N/A,
1035,KB 레버리지 S&P 500 선물 ETN(H),"12,845",145,-1.12%,0,514,"4,000",0.00,"5,789",N/A,N/A,
1036,유안타증권우,"3,970",25,+0.63%,"5,000",513,"12,912",0.28,"5,853",3.50,N/A,
1037,KBSTAR 금융채액티브,"102,140",70,-0.07%,0,511,500,0.00,18,N/A,N/A,
1038,KOSEF 릭소글로벌퓨처모빌리티MSCI,"11,990",100,-0.83%,0,504,"4,200",0.06,"10,792",N/A,N/A,
1039,신한 인버스 2X 천연가스 선물 ETN,"2,510",420,-14.33%,0,502,"20,000",0.00,"1,015,024",N/A,N/A,
1040,TRUE 코스피 200 ETN,"10,010",10,+0.10%,0,500,"5,000",0.00,2,N/A,N/A,
1041,신한 인버스 2X 천연가스 선물 ETN(H),"1,665",280,-14.40%,0,500,"30,000",0.02,"2,212,704",N/A,N/A,
1042,성문전자,"2,560",25,+0.99%,500,499,"19,487",4.71,"106,086",32.82,-3.63,
1043,KODEX 증권,"7,965",35,+0.44%,0,498,"6,250",0.28,"39,973",N/A,N/A,
